75.35, -61
74.0, -33
73.0, 12
72.75, 58
71.85, 127
70.6, 223
70.0, 320
69.5, 548
68.6, 845
67.45, 1197
66.4, 1803
65.75, 2606
65.1, 4115
64.1, 6480
63.5, 10446
62.9, 14795
